UserId;ProductId;Count
1;7;5
1;8;10
1;9;1
1;10;2
1;12;2
1;13;5
1;20;15
1;21;12
1;23;7
1;24;5
1;26;10
1;29;4
1;30;2
1;36;5
1;37;9
1;38;5
1;39;3
1;40;5
1;46;3
1;47;7
1;54;3
1;55;4
1;56;2
1;57;4
1;62;3
1;63;4
1;69;4
1;70;5
1;71;4
1;76;3
1;77;3
2;1;2
2;2;7
2;3;1
2;4;3
2;5;3
2;6;2
2;19;5
2;21;9
2;22;6
2;23;4
2;24;5
2;25;5
2;26;5
2;29;2
2;30;5
2;32;4
2;33;1
2;34;1
2;35;6
2;46;4
2;47;2
2;48;7
2;49;2
2;51;4
2;52;2
2;53;2
2;63;1
2;64;1
2;66;3
2;67;2
2;76;6
3;14;18
3;15;13
3;16;9
3;17;11
3;18;13
3;25;10
3;27;8
3;28;6
3;30;3
3;41;7
3;42;3
3;43;5
3;44;9
3;45;6
3;58;1
3;59;2
3;60;3
3;61;5
4;7;5
4;8;3
4;9;9
4;10;7
4;11;6
4;12;5
4;13;10
4;20;4
4;21;15
4;23;8
4;24;10
4;26;4
4;29;5
4;30;7
4;36;9
4;37;7
4;38;3
4;39;9
4;40;7
4;46;8
4;47;3
4;54;1
4;55;2
4;56;7
4;57;4
4;62;4
4;63;6
4;69;3
4;70;1
4;76;4
4;77;2
6;1;2
6;2;1
6;3;5
6;4;3
6;5;5
6;6;3
6;19;5
6;21;2
6;22;7
6;23;2
6;24;2
6;25;6
6;26;2
6;29;5
6;30;4
6;31;2
6;34;5
6;35;2
6;46;1
6;47;4
6;48;4
6;49;5
6;51;7
6;52;3
6;53;6
6;62;1
6;63;1
6;64;1
6;65;2
6;66;1
6;68;3
6;76;3
6;77;2
7;1;3
7;3;7
7;4;3
7;5;3
7;6;1
7;14;14
7;15;8
7;16;10
7;17;8
7;18;10
7;19;2
7;21;9
7;22;3
7;23;3
7;24;1
7;25;12
7;26;4
7;27;6
7;28;9
7;29;4
7;30;8
7;31;4
7;33;3
7;34;2
7;35;3
7;41;4
7;42;8
7;43;8
7;44;7
7;45;2
7;46;1
7;47;4
7;48;2
7;49;1
7;51;3
7;52;1
7;53;2
7;58;5
7;59;4
7;60;3
7;61;3
7;62;6
7;63;2
7;64;4
7;65;2
7;66;1
7;68;2
7;76;2
7;77;3
8;7;5
8;8;7
8;9;7
8;10;8
8;11;4
8;12;8
8;13;4
8;20;10
8;21;10
8;23;8
8;24;4
8;26;12
8;29;6
8;30;10
8;36;5
8;37;8
8;38;6
8;39;11
8;40;6
8;46;3
8;47;4
8;54;3
8;55;4
8;56;6
8;57;4
8;62;2
8;63;8
8;69;3
8;70;1
8;71;2
8;76;1
8;77;6
9;1;5
9;2;2
9;3;1
9;4;4
9;5;2
9;6;3
9;19;4
9;21;3
9;22;3
9;23;5
9;24;9
9;25;6
9;26;2
9;29;1
9;30;4
9;31;4
9;32;3
9;33;1
9;34;6
9;35;2
9;46;5
9;48;3
9;49;1
9;51;3
9;52;1
9;53;4
9;62;3
9;63;2
9;64;1
9;65;1
9;67;4
10;1;2
10;2;1
10;3;3
10;4;4
10;5;1
10;6;3
10;19;4
10;21;1
10;22;4
10;23;4
10;24;3
10;25;3
10;26;5
10;29;2
10;30;1
10;31;5
10;32;1
10;33;3
10;34;3
10;35;7
10;46;5
10;47;1
10;48;3
10;49;1
10;51;6
10;52;2
10;53;2
10;62;2
10;63;4
10;64;1
10;68;1
10;76;2
11;1;3
11;2;4
11;3;4
11;4;3
11;5;1
11;6;3
11;19;5
11;21;3
11;22;6
11;23;3
11;24;6
11;25;4
11;26;6
11;29;3
11;30;3
11;31;2
11;32;1
11;33;4
11;34;3
11;35;2
11;46;5
11;47;6
11;48;8
11;49;2
11;51;3
11;52;2
11;53;3
11;63;2
11;64;2
11;65;4
11;67;1
11;68;1
11;76;1
12;14;13
12;15;7
12;16;14
12;17;14
12;18;7
12;25;13
12;27;6
12;28;6
12;30;4
12;41;3
12;42;5
12;43;4
12;44;6
12;45;7
12;59;3
12;60;3
12;61;1
13;14;2
13;15;8
13;16;6
13;17;9
13;18;4
13;25;4
13;27;9
13;28;2
13;30;8
13;41;5
13;42;3
13;43;7
13;44;5
13;45;7
13;58;5
13;59;6
13;60;1
13;61;2
14;7;1
14;8;2
14;9;3
14;10;3
14;11;1
14;12;5
14;13;4
14;20;4
14;21;10
14;23;4
14;24;4
14;26;6
14;29;1
14;30;4
14;36;7
14;37;7
14;38;6
14;39;4
14;40;6
14;46;5
14;47;3
14;54;2
14;55;5
14;56;7
14;57;6
14;62;4
14;63;5
14;69;1
14;70;3
14;71;4
14;76;3
14;77;5
15;1;2
15;3;1
15;4;1
15;5;2
15;6;6
15;23;2
15;24;2
15;25;3
15;26;3
15;29;2
15;30;2
15;32;4
15;33;5
15;34;3
15;35;3
15;46;2
15;47;6
15;48;3
15;49;1
15;51;5
15;52;4
15;53;1
15;62;2
15;64;2
15;66;1
15;67;3
15;76;1
15;77;3
16;14;6
16;15;5
16;16;6
16;17;3
16;18;6
16;25;5
16;27;3
16;28;1
16;30;8
16;41;6
16;42;6
16;43;6
16;44;6
16;45;4
16;58;4
16;59;1
16;60;6
16;61;6
17;14;3
17;15;1
17;16;2
17;17;5
17;18;3
17;25;5
17;27;4
17;30;8
17;41;7
17;42;4
17;43;4
17;44;6
17;45;8
17;58;2
17;59;1
17;60;3
17;61;2
18;14;3
18;15;8
18;16;5
18;17;3
18;18;1
18;25;3
18;27;6
18;28;2
18;30;3
18;41;3
18;42;3
18;43;4
18;44;7
18;45;10
18;58;3
18;59;4
18;60;4
18;61;2
19;1;3
19;2;1
19;3;1
19;4;1
19;5;2
19;6;4
19;19;4
19;21;1
19;22;2
19;23;4
19;24;1
19;25;2
19;26;3
19;29;2
19;30;1
19;31;2
19;32;1
19;33;1
19;34;1
19;35;7
19;46;5
19;47;4
19;48;2
19;51;4
19;52;4
19;62;1
19;63;4
19;64;3
19;65;1
19;66;1
19;67;2
19;68;3
20;8;2
20;9;1
20;10;2
20;11;2
20;12;5
20;13;4
20;20;1
20;21;8
20;23;6
20;24;4
20;26;6
20;29;5
20;30;4
20;36;10
20;37;5
20;38;8
20;39;4
20;40;5
20;46;6
20;47;3
20;54;2
20;55;4
20;56;10
20;57;4
20;62;5
20;63;7
20;69;1
20;70;2
20;71;2
20;76;2
20;77;3
21;13;5
21;20;1
21;21;8
21;23;2
21;24;2
21;26;2
21;30;2
21;36;6
21;37;1
21;38;6
21;39;3
21;40;2
21;46;6
21;47;3
21;54;4
21;55;2
21;56;1
21;57;3
21;62;4
21;63;3
21;69;3
21;70;5
21;71;1
21;76;3
21;77;5
22;6;1
22;19;1
22;21;1
22;23;1
22;24;3
22;26;1
22;30;2
22;32;1
22;34;2
22;35;3
22;46;2
22;47;5
22;48;5
22;49;3
22;51;5
22;52;3
22;53;3
22;63;4
22;64;3
22;65;1
22;66;4
22;67;1
22;68;2
22;77;3
23;14;3
23;15;5
23;16;3
23;17;3
23;18;1
23;25;4
23;27;4
23;30;2
23;41;3
23;42;5
23;43;6
23;44;4
23;45;2
23;58;1
23;59;2
23;60;3
23;61;4
24;19;1
24;21;2
24;22;1
24;23;1
24;24;2
24;25;1
24;26;1
24;30;1
24;31;1
24;32;2
24;33;2
24;34;1
24;35;4
24;46;3
24;47;4
24;48;3
24;49;5
24;51;3
24;52;2
24;53;3
24;62;2
24;63;1
24;64;1
24;65;1
24;66;2
24;67;2
24;76;2
24;77;1
25;15;2
25;16;1
25;17;1
25;18;4
25;25;1
25;27;2
25;30;3
25;41;2
25;42;1
25;43;2
25;44;6
25;45;2
25;58;5
25;59;3
25;60;2
25;61;4
26;12;4
26;13;2
26;20;2
26;21;4
26;24;1
26;26;1
26;30;2
26;36;9
26;37;5
26;38;4
26;39;5
26;40;2
26;47;6
26;54;3
26;55;5
26;56;1
26;57;3
26;62;4
26;63;3
26;69;1
26;70;3
26;71;2
26;76;3
26;77;4
27;15;2
27;16;2
27;17;3
27;18;3
27;25;1
27;27;2
27;41;1
27;43;1
27;44;2
27;45;3
27;58;2
27;59;1
27;61;1
28;24;1
28;25;2
28;33;1
28;46;1
28;47;1
28;49;2
28;51;7
28;52;1
28;53;3
28;62;2
28;63;1
28;64;3
28;66;2
28;67;3
28;68;1
28;77;1
29;14;1
29;15;3
29;16;5
29;17;4
29;25;1
29;30;2
29;41;1
29;42;1
29;43;1
29;44;2
29;45;1
29;58;2
29;59;1
29;60;2
29;61;3
30;6;1
30;22;1
30;24;1
30;25;2
30;26;2
30;30;3
30;31;1
30;32;1
30;35;2
30;47;1
30;48;1
30;49;5
30;51;4
30;52;1
30;53;1
30;62;1
30;63;2
30;66;2
30;67;1
30;68;1
30;76;2
30;77;2
72;14;1
72;15;4
72;16;3
72;17;2
72;18;2
72;25;1
72;27;2
72;41;1
72;42;2
72;43;2
72;44;4
72;45;3
72;58;2
72;61;3
73;14;6
73;15;2
73;16;3
73;17;1
73;18;2
73;25;1
73;30;3
73;42;1
73;43;2
73;44;1
73;45;1
73;59;1
73;60;1
74;14;1
74;15;1
74;16;1
74;17;2
74;18;1
74;25;2
74;27;1
74;30;3
74;41;1
74;43;1
74;44;1
74;45;1
74;58;2
74;59;4
74;60;1
74;61;1
75;14;2
75;15;1
75;16;5
75;17;2
75;18;2
75;27;3
75;41;1
75;42;1
75;44;2
75;58;2
75;59;3
