EmployeeId;DateStart;DateEnd;InventoryId
3611;2018-12-27 16:07:40.027;NULL;11854
10436;2018-12-27 16:04:10.603;NULL;11854
11800;2018-12-27 16:01:47.103;NULL;11854
6290;2018-12-27 16:00:35.417;NULL;11854
6289;2018-12-27 15:59:40.103;NULL;11854
9407;2018-12-27 15:54:34.557;2018-12-27 15:54:43.290;11854
10630;2018-12-27 15:53:46.103;NULL;11854
11859;2018-12-27 15:21:03.147;NULL;11854
10467;2018-12-27 15:18:31.270;NULL;11854
11853;2018-12-27 15:16:10.847;NULL;11854
6269;2018-12-27 15:14:55.567;NULL;11854
6291;2018-12-27 15:13:22.927;NULL;11854
10476;2018-12-27 15:09:39.333;2018-12-27 16:39:10.577;10682
6303;2018-12-27 14:54:58.620;2018-12-27 17:43:01.697;445
6267;2018-12-27 14:28:53.560;NULL;11854
6265;2018-12-27 14:27:24.060;NULL;11854
6462;2018-12-27 14:25:47.230;NULL;11854
6399;2018-12-27 14:25:10.323;NULL;11854
15219;2018-12-27 14:23:45.340;NULL;11854
15199;2018-12-27 14:23:04.230;NULL;11854
6276;2018-12-27 14:21:21.777;NULL;11854
10551;2018-12-27 14:19:47.447;NULL;11854
6236;2018-12-27 14:17:33.713;NULL;11854
10499;2018-12-27 14:16:43.747;NULL;11854
6428;2018-12-27 14:16:03.387;NULL;11854
10510;2018-12-27 14:15:26.887;NULL;11854
6385;2018-12-27 14:14:38.290;NULL;11854
6403;2018-12-27 13:46:56.177;NULL;11854
6451;2018-12-27 13:46:17.867;NULL;11854
11952;2018-12-27 13:45:40.553;NULL;11854
10530;2018-12-27 13:44:53.973;NULL;11854
10521;2018-12-27 13:41:34.867;NULL;11854
8048;2018-12-27 13:40:45.427;NULL;11854
6432;2018-12-27 13:39:59.863;NULL;11854
10518;2018-12-27 13:39:29.317;NULL;11854
11798;2018-12-27 13:38:57.770;NULL;11854
13007;2018-12-27 13:36:57.927;NULL;11854
6456;2018-12-27 13:35:54.753;NULL;11854
10539;2018-12-27 13:35:20.537;NULL;11854
10533;2018-12-27 13:31:50.690;NULL;11854
6266;2018-12-27 13:31:10.583;NULL;11854
10650;2018-12-27 13:30:04.737;NULL;11854
6283;2018-12-27 13:29:29.003;NULL;11854
10503;2018-12-27 13:28:44.707;NULL;11854
10653;2018-12-27 13:27:57.737;NULL;11854
10547;2018-12-27 13:23:24.283;NULL;11854
10654;2018-12-27 13:22:46.907;NULL;11854
10563;2018-12-27 13:22:11.457;NULL;11854
11967;2018-12-27 13:21:28.393;NULL;11854
6424;2018-12-27 13:20:51.190;NULL;11854
6288;2018-12-27 13:20:08.657;NULL;11854
6393;2018-12-27 13:18:47.300;NULL;11854
10527;2018-12-27 13:14:34.517;NULL;11854
6271;2018-12-27 13:13:50.470;NULL;11854
13021;2018-12-27 13:12:54.367;NULL;11854
3915;2018-12-27 09:57:52.857;2018-12-27 16:19:15.560;343
3915;2018-12-27 09:55:45.043;2018-12-27 16:19:06.340;362
6205;2018-12-27 08:54:14.953;NULL;451
6439;2018-12-25 09:22:15.640;NULL;11854
6280;2018-12-25 09:21:40.263;NULL;11854
10641;2018-12-25 09:20:59.060;NULL;11854
6429;2018-12-25 09:20:25.373;NULL;11854
6386;2018-12-25 09:19:53.013;NULL;11854
10543;2018-12-25 09:19:20.747;NULL;11854
6285;2018-12-25 09:18:43.373;NULL;11854
10508;2018-12-25 09:18:07.060;NULL;11854
6434;2018-12-25 09:17:34.373;NULL;11854
6458;2018-12-25 09:17:03.153;NULL;11854
10658;2018-12-25 09:16:31.167;NULL;11854
11855;2018-12-25 09:15:55.667;NULL;11854
10438;2018-12-25 09:14:06.887;NULL;11854
10550;2018-12-25 09:13:32.620;NULL;11854
6464;2018-12-24 16:58:03.977;NULL;11854
11860;2018-12-24 16:56:07.633;NULL;11854
10500;2018-12-24 16:55:36.837;NULL;11854
10507;2018-12-24 16:54:37.943;NULL;11854
9387;2018-12-24 16:54:02.600;NULL;11854
6441;2018-12-24 16:45:33.660;NULL;11854
6390;2018-12-24 16:44:52.097;NULL;11854
6540;2018-12-24 16:42:58.173;NULL;11854
10540;2018-12-24 16:42:11.533;NULL;11854
6404;2018-12-24 16:41:15.250;NULL;11854
6396;2018-12-24 16:40:42.737;NULL;11854
6448;2018-12-24 16:40:09.280;NULL;11854
3811;2018-12-24 16:39:18.593;NULL;11854
6431;2018-12-24 16:38:27.610;NULL;11854
10501;2018-12-24 16:37:08.907;NULL;11854
10651;2018-12-24 16:35:45.907;NULL;11854
6381;2018-12-24 16:35:05.717;NULL;11854
10538;2018-12-24 16:34:32.590;NULL;11854
10524;2018-12-24 16:33:39.233;NULL;11854
10505;2018-12-24 16:32:58.577;NULL;11854
11801;2018-12-24 16:31:16.153;NULL;11854
10519;2018-12-24 16:30:25.917;NULL;11854
6006;2018-12-24 16:29:06.637;NULL;11854
11886;2018-12-24 16:28:23.433;NULL;11854
6197;2018-12-24 16:27:36.870;NULL;11854
14140;2018-12-24 16:26:29.713;NULL;11854
6244;2018-12-24 16:26:00.667;NULL;11854
15237;2018-12-24 16:25:14.930;NULL;11854
10528;2018-12-24 16:24:34.180;NULL;11854
6282;2018-12-24 16:23:45.867;NULL;11854
8052;2018-12-24 16:23:01.337;NULL;11854
10532;2018-12-24 16:22:17.023;NULL;11854
6105;2018-12-24 16:21:41.743;NULL;11854
10479;2018-12-24 16:20:47.180;NULL;11854
10655;2018-12-24 16:20:05.367;NULL;11854
10509;2018-12-24 16:17:54.490;NULL;11854
10504;2018-12-24 16:16:56.053;NULL;11854
11955;2018-12-24 16:16:15.817;NULL;11854
6397;2018-12-24 16:15:38.397;NULL;11854
11966;2018-12-24 16:15:09.303;NULL;11854
2726;2018-12-24 16:13:05.520;NULL;11854
6251;2018-12-24 16:12:24.083;NULL;11854
6437;2018-12-24 16:11:52.753;NULL;11854
10541;2018-12-24 16:11:17.517;NULL;11854
10502;2018-12-24 16:10:34.050;NULL;11854
10522;2018-12-24 16:10:05.253;NULL;11854
10542;2018-12-24 16:09:23.253;NULL;11854
10497;2018-12-24 16:08:52.987;NULL;11854
6243;2018-12-24 16:07:43.517;NULL;11854
9115;2018-12-24 16:06:55.423;NULL;11854
6287;2018-12-24 16:06:26.593;NULL;11854
10480;2018-12-24 16:03:11.780;NULL;11854
6275;2018-12-24 16:00:41.593;NULL;11854
9375;2018-12-24 15:59:13.433;NULL;11854
3778;2018-12-24 15:57:29.027;NULL;11854
6262;2018-12-24 15:56:33.060;NULL;11854
6254;2018-12-24 15:55:49.357;NULL;11854
6121;2018-12-24 15:54:48.417;NULL;11854
10481;2018-12-24 15:43:58.537;NULL;11854
6453;2018-12-24 15:42:58.520;NULL;11854
3849;2018-12-24 15:40:24.503;NULL;11854
6452;2018-12-24 15:39:41.690;NULL;11854
6249;2018-12-24 15:38:33.520;NULL;11854
6253;2018-12-24 15:37:20.363;NULL;11854
6278;2018-12-24 15:36:35.113;NULL;11854
9407;2018-12-24 15:35:57.157;NULL;11854
11900;2018-12-24 15:35:00.440;NULL;11854
6461;2018-12-24 15:34:19.220;NULL;11854
8024;2018-12-24 15:33:27.017;NULL;11854
3136;2018-12-24 15:32:06.987;NULL;11854
2774;2018-12-24 15:31:10.000;NULL;11854
11959;2018-12-24 15:30:30.170;NULL;11854
11951;2018-12-24 15:29:31.310;NULL;11854
9166;2018-12-24 15:28:56.873;NULL;11854
6539;2018-12-24 15:28:21.093;NULL;11854
10629;2018-12-24 15:17:46.480;NULL;11854
3832;2018-12-24 15:16:21.057;NULL;11854
10445;2018-12-24 15:15:21.040;NULL;11854
10545;2018-12-24 15:14:21.743;NULL;11854
4997;2018-12-24 15:13:44.770;2018-12-24 15:33:13.757;446
11797;2018-12-24 15:13:27.447;NULL;11854
10552;2018-12-24 15:12:44.867;NULL;11854
12978;2018-12-24 15:10:50.320;NULL;11854
6274;2018-12-24 15:08:47.193;NULL;11854
14141;2018-12-24 15:07:36.207;NULL;11854
3941;2018-12-24 15:06:17.817;NULL;11854
3832;2018-12-24 14:23:15.093;NULL;11857
6438;2018-12-24 13:30:23.087;NULL;11854
13053;2018-12-24 13:28:00.720;NULL;19
4998;2018-12-24 13:01:21.557;NULL;11856
3969;2018-12-24 12:52:35.943;NULL;3552
13053;2018-12-24 11:57:54.383;NULL;14
10598;2018-12-24 11:02:49.403;2018-12-27 16:30:14.263;5000
10598;2018-12-24 11:01:57.370;2018-12-27 16:30:23.107;4803
6301;2018-12-21 13:26:26.157;NULL;11850
10435;2018-12-21 10:24:35.277;NULL;11849
3948;2018-12-21 10:11:30.317;2018-12-21 16:36:03.317;2531
8001;2018-12-21 09:57:44.887;NULL;7503
8060;2018-12-21 09:28:57.737;NULL;32
3703;2018-12-20 15:21:23.560;NULL;5078
6264;2018-12-20 15:20:58.200;NULL;5078
14193;2018-12-20 15:17:32.307;NULL;7511
9077;2018-12-20 14:47:56.790;2018-12-21 15:03:21.527;3567
10435;2018-12-20 13:47:32.800;NULL;11847
6301;2018-12-20 13:46:43.393;NULL;11848
14188;2018-12-19 15:44:04.190;2018-12-19 17:35:18.230;5000
9093;2018-12-19 15:13:50.137;2018-12-19 17:28:14.757;3660
8007;2018-12-19 15:06:37.083;NULL;11828
8007;2018-12-19 15:05:43.097;NULL;11829
8007;2018-12-19 15:00:04.797;NULL;11845
8037;2018-12-19 10:30:44.883;NULL;8567
8037;2018-12-19 10:30:27.197;NULL;9644
8037;2018-12-19 10:29:58.447;NULL;169
3571;2018-12-19 09:33:55.040;2018-12-19 13:07:24.257;3660
10598;2018-12-18 15:39:18.393;2018-12-19 17:14:56.510;3658
8005;2018-12-18 14:40:07.813;NULL;7487
8003;2018-12-18 13:22:29.457;NULL;7509
6135;2018-12-18 12:25:45.847;NULL;455
11962;2018-12-18 12:23:27.737;NULL;11844
11866;2018-12-18 12:13:47.683;NULL;11843
11866;2018-12-18 12:11:29.853;NULL;11829
11866;2018-12-18 12:11:21.963;NULL;11828
6288;2018-12-18 11:38:35.537;NULL;11842
3734;2018-12-18 11:34:06.153;2018-12-18 11:44:34.630;445
3809;2018-12-18 09:04:55.927;2018-12-18 16:31:16.150;343
9134;2018-12-17 16:25:21.117;NULL;8567
9134;2018-12-17 16:18:59.423;NULL;460
11899;2018-12-17 15:51:11.400;NULL;32
13004;2018-12-17 15:17:01.797;2018-12-17 15:17:28.000;362
7979;2018-12-17 14:30:32.593;NULL;7468
7977;2018-12-17 13:31:20.953;NULL;7507
2730;2018-12-17 10:52:49.183;2018-12-17 16:49:35.667;3755
14198;2018-12-17 10:37:45.423;NULL;11824
14198;2018-12-17 10:37:24.250;NULL;11841
9149;2018-12-17 10:15:50.483;2018-12-17 13:57:22.813;455
15247;2018-12-17 08:55:48.373;NULL;11840
15247;2018-12-17 08:43:05.803;NULL;3645
14198;2018-12-17 08:41:14.643;NULL;11807
14198;2018-12-17 08:40:41.097;NULL;11839
14198;2018-12-17 08:38:24.610;NULL;3564
14198;2018-12-17 08:36:44.937;NULL;10691
13052;2018-12-14 17:26:15.593;NULL;327
10471;2018-12-14 15:50:57.333;NULL;14
7984;2018-12-14 15:13:11.067;NULL;7473
10734;2018-12-14 15:05:32.437;NULL;11838
10435;2018-12-14 14:45:34.640;NULL;7453
6289;2018-12-14 14:10:00.807;NULL;11837
13058;2018-12-14 13:57:07.677;NULL;32
13058;2018-12-14 13:56:03.397;NULL;14
6138;2018-12-14 13:33:40.610;2018-12-17 08:27:27.167;3658
10447;2018-12-14 12:46:50.317;2018-12-18 15:01:14.470;1424
6162;2018-12-14 11:47:03.050;2018-12-18 12:40:53.563;4811
6162;2018-12-14 11:46:46.957;2018-12-18 12:41:00.423;3563
6162;2018-12-14 11:46:31.503;2018-12-18 13:38:59.517;4803
13058;2018-12-14 10:55:00.100;NULL;314
13058;2018-12-14 10:54:51.183;NULL;4
13058;2018-12-14 10:54:44.900;NULL;11777
9149;2018-12-14 10:31:28.527;2018-12-14 16:59:31.600;455
6162;2018-12-14 10:12:42.503;2018-12-18 12:40:41.503;3756
6017;2018-12-14 09:34:36.397;NULL;11836
3136;2018-12-13 16:49:44.547;NULL;395
6022;2018-12-13 15:38:04.820;NULL;394
6132;2018-12-13 15:15:44.097;2018-12-13 16:33:57.393;3660
10634;2018-12-13 14:52:39.673;2018-12-13 16:03:44.010;3658
10634;2018-12-13 14:52:31.173;2018-12-13 16:03:37.527;7248
6150;2018-12-13 14:05:48.983;2018-12-17 17:46:34.447;2530
11892;2018-12-13 13:28:53.140;2018-12-17 14:29:16.087;3651
10597;2018-12-13 10:42:57.900;2018-12-13 15:15:10.003;18
9093;2018-12-13 10:11:19.407;2018-12-13 17:51:35.407;3650
6235;2018-12-13 09:32:04.203;2018-12-13 17:05:56.873;3747
6235;2018-12-13 09:30:24.750;2018-12-13 17:06:07.887;391
10600;2018-12-13 08:56:09.647;2018-12-13 18:00:34.743;3652
15227;2018-12-13 08:26:52.060;2018-12-13 17:25:30.403;343
10634;2018-12-13 08:25:40.357;2018-12-13 16:12:18.610;455
6295;2018-12-13 08:17:21.723;2018-12-13 13:22:30.510;3563
15226;2018-12-12 14:00:17.147;NULL;3724
10615;2018-12-12 13:13:01.217;2018-12-12 18:57:27.033;446
11960;2018-12-12 12:03:33.977;NULL;11835
6162;2018-12-12 11:01:54.147;2018-12-27 11:01:23.373;338
6162;2018-12-12 11:01:43.647;2018-12-21 09:16:32.167;392
6162;2018-12-12 11:01:32.597;2018-12-21 09:34:41.337;426
6957;2018-12-12 10:41:33.347;2018-12-19 14:13:21.033;2531
6288;2018-12-12 10:20:13.467;2018-12-12 17:28:36.013;4803
3935;2018-12-12 09:37:41.987;2018-12-20 12:57:44.027;2499
3469;2018-12-11 14:38:02.687;NULL;11833
9061;2018-12-11 12:46:43.007;NULL;433
3571;2018-12-11 11:40:40.797;NULL;11832
15227;2018-12-11 10:18:36.687;2018-12-11 13:55:03.653;385
3287;2018-12-11 09:54:47.063;NULL;14
6520;2018-12-11 09:49:20.780;NULL;11831
3287;2018-12-11 09:35:34.653;NULL;11743
9134;2018-12-10 16:10:04.177;2018-12-17 16:18:17.953;354
2730;2018-12-10 15:13:36.257;NULL;3772
11785;2018-12-10 13:29:31.020;2018-12-12 10:41:50.973;6148
6137;2018-12-10 11:36:33.040;NULL;1
6044;2018-12-10 11:18:46.117;NULL;1
12000;2018-12-10 09:31:11.923;2018-12-10 18:54:22.070;455
14102;2018-12-10 08:59:32.603;NULL;370
13052;2018-12-10 08:18:59.783;NULL;14
3474;2018-12-07 22:07:26.840;NULL;32
10642;2018-12-07 21:37:21.443;NULL;14
9124;2018-12-07 21:26:44.220;NULL;14
10643;2018-12-07 21:23:16.390;NULL;14
11892;2018-12-07 21:21:57.703;NULL;14
9395;2018-12-07 21:20:57.767;NULL;14
9138;2018-12-07 21:19:00.703;NULL;14
10492;2018-12-07 21:17:16.890;NULL;14
9092;2018-12-07 20:08:41.450;NULL;14
8002;2018-12-07 19:32:18.127;NULL;17
3862;2018-12-07 19:28:06.110;NULL;17
11802;2018-12-07 19:26:25.470;NULL;17
10640;2018-12-07 16:10:43.053;NULL;11830
10441;2018-12-07 15:59:07.573;2018-12-07 16:41:17.913;6151
10441;2018-12-07 15:55:51.603;2018-12-07 16:41:11.317;6152
10619;2018-12-07 10:26:36.707;2018-12-07 10:27:05.550;5000
15217;2018-12-07 09:39:17.700;NULL;11829
6937;2018-12-07 09:38:49.667;NULL;11829
6929;2018-12-07 09:18:18.057;2018-12-07 15:29:04.960;343
10445;2018-12-07 08:49:06.630;2018-12-07 12:36:12.667;5066
10445;2018-12-07 08:48:56.177;2018-12-07 08:57:42.370;444
15217;2018-12-06 17:44:47.620;NULL;11828
6937;2018-12-06 17:43:40.650;NULL;11828
9093;2018-12-06 16:54:58.913;2018-12-07 12:49:56.633;9622
15217;2018-12-06 16:21:38.087;NULL;11798
6949;2018-12-06 16:20:07.070;2018-12-06 16:20:51.633;11798
6028;2018-12-06 15:37:51.410;NULL;14
3335;2018-12-06 14:22:39.040;NULL;11825
3075;2018-12-06 14:00:46.820;2018-12-06 16:49:10.537;3658
6262;2018-12-06 12:31:01.220;NULL;5078
6253;2018-12-06 12:30:24.467;NULL;5078
9252;2018-12-06 09:29:29.590;NULL;11693
6255;2018-12-05 18:07:17.163;2018-12-07 09:10:41.637;391
11783;2018-12-05 16:32:02.043;2018-12-05 20:44:17.280;11805
6150;2018-12-05 14:09:22.960;2018-12-05 16:40:06.563;11693
14102;2018-12-05 10:58:17.327;NULL;3724
10493;2018-12-04 17:07:08.767;2018-12-04 18:18:21.073;343
4998;2018-12-04 15:44:31.430;NULL;21
10569;2018-12-04 10:19:34.900;NULL;244
10647;2018-12-04 09:31:07.003;2018-12-04 16:59:37.340;385
14102;2018-12-04 09:23:30.120;NULL;11804
6295;2018-12-04 09:21:37.540;2018-12-04 13:11:18.390;3713
8052;2018-12-04 09:21:03.783;NULL;411
3758;2018-12-04 08:39:37.257;2018-12-04 08:40:30.490;3576
14102;2018-12-04 08:33:43.097;NULL;11786
9136;2018-12-03 15:29:51.233;NULL;11694
6954;2018-12-03 15:24:06.110;NULL;7510
9188;2018-12-03 13:26:01.317;NULL;3753
3517;2018-12-03 12:24:10.757;NULL;11799
6288;2018-12-03 11:29:28.167;2018-12-03 17:39:01.600;4803
6254;2018-12-03 10:46:43.023;NULL;22
4997;2018-12-03 09:14:36.967;2018-12-04 08:13:27.047;5066
6137;2018-12-03 08:49:35.057;2018-12-03 16:41:25.147;362
3857;2018-12-03 08:32:53.513;2018-12-10 07:58:04.820;3661
3569;2018-11-30 17:13:49.637;2018-11-30 18:02:13.167;6130
11892;2018-11-30 16:54:00.360;NULL;467
11892;2018-11-30 16:53:48.220;NULL;6210
6949;2018-11-30 16:37:19.033;2018-11-30 16:39:13.707;11796
3722;2018-11-30 16:35:59.190;2018-12-03 17:53:28.007;6152
14147;2018-11-30 16:10:36.577;NULL;11784
13056;2018-11-30 15:59:36.323;NULL;11787
11892;2018-11-30 15:53:56.883;NULL;11783
6295;2018-11-30 15:50:14.430;2018-11-30 17:14:58.200;437
11896;2018-11-30 15:43:52.270;2018-11-30 17:31:00.127;387
14190;2018-11-30 15:32:08.050;NULL;11790
3522;2018-11-30 15:27:21.813;2018-11-30 18:51:28.187;11694
13056;2018-11-30 15:22:16.147;NULL;467
13056;2018-11-30 15:21:51.537;NULL;3640
6243;2018-11-30 15:20:28.047;NULL;7505
13086;2018-11-30 15:17:31.347;NULL;8567
13086;2018-11-30 15:17:19.957;NULL;9644
13086;2018-11-30 15:17:07.143;NULL;11772
11896;2018-11-30 13:29:11.987;2018-11-30 17:30:47.797;3650
13053;2018-11-30 13:18:52.457;NULL;4
